subj,trial,face,object,sceneFace,color,rating,rt,trialStart,trialEnd,val
,1,faces/1.jpg,objects/pepper04a.jpg,face,r,NA,NA,3.0178601950174198,,NA,
,3,faces/2.jpg,objects/tomato01.jpg,face,r,NA,NA,16.210621673963033,,NA,,,
